date,geoRegion,altersklasse_covid19,entries,type_variant,age_group_type,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202101,AR,10 - 19,0,altersklasse_covid19,age_group_AKL10,5251,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202102,AR,10 - 19,0,altersklasse_covid19,age_group_AKL10,5251,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,NA,NA
202103,AR,10 - 19,2,altersklasse_covid19,age_group_AKL10,5251,2,0.04,0.04,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.001,0.1
202104,AR,10 - 19,2,altersklasse_covid19,age_group_AKL10,5251,4,0.04,0.08,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.001,0.1
202105,AR,10 - 19,0,altersklasse_covid19,age_group_AKL10,5251,4,0,0.08,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,NA,NA
202106,AR,10 - 19,0,altersklasse_covid19,age_group_AKL10,5251,4,0,0.08,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202107,AR,10 - 19,2,altersklasse_covid19,age_group_AKL10,5251,6,0.04,0.11,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.002,0.2
202108,AR,10 - 19,2,altersklasse_covid19,age_group_AKL10,5251,8,0.04,0.15,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.002,0.2
202109,AR,10 - 19,0,altersklasse_covid19,age_group_AKL10,5251,8,0,0.15,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202110,AR,10 - 19,0,altersklasse_covid19,age_group_AKL10,5251,8,0,0.15,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202111,AR,10 - 19,1,altersklasse_covid19,age_group_AKL10,5251,9,0.02,0.17,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.001,0.1
202112,AR,10 - 19,1,altersklasse_covid19,age_group_AKL10,5251,10,0.02,0.19,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.001,0.1
202113,AR,10 - 19,2,altersklasse_covid19,age_group_AKL10,5251,12,0.04,0.23,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.002,0.2
202114,AR,10 - 19,4,altersklasse_covid19,age_group_AKL10,5251,16,0.08,0.3,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.002,0.2
202115,AR,10 - 19,7,altersklasse_covid19,age_group_AKL10,5251,23,0.13,0.44,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.004,0.4
202116,AR,10 - 19,6,altersklasse_covid19,age_group_AKL10,5251,29,0.11,0.55,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.004,0.4
202117,AR,10 - 19,6,altersklasse_covid19,age_group_AKL10,5251,35,0.11,0.67,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.003,0.3
202118,AR,10 - 19,13,altersklasse_covid19,age_group_AKL10,5251,48,0.25,0.91,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.005,0.5
202119,AR,10 - 19,41,altersklasse_covid19,age_group_AKL10,5251,89,0.78,1.69,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.013,1.3
202120,AR,10 - 19,56,altersklasse_covid19,age_group_AKL10,5251,145,1.07,2.76,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.017,1.7000000000000002
202121,AR,10 - 19,36,altersklasse_covid19,age_group_AKL10,5251,181,0.69,3.45,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.013,1.3
202122,AR,10 - 19,136,altersklasse_covid19,age_group_AKL10,5251,317,2.59,6.04,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.042,4.2
202123,AR,10 - 19,75,altersklasse_covid19,age_group_AKL10,5251,392,1.43,7.47,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.023,2.3
202124,AR,10 - 19,82,altersklasse_covid19,age_group_AKL10,5251,474,1.56,9.03,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.025,2.5
202125,AR,10 - 19,111,altersklasse_covid19,age_group_AKL10,5251,585,2.11,11.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.039,3.9
202126,AR,10 - 19,273,altersklasse_covid19,age_group_AKL10,5251,858,5.2,16.34,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.097,9.700000000000001
202127,AR,10 - 19,175,altersklasse_covid19,age_group_AKL10,5251,1033,3.33,19.67,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.083,8.3
202128,AR,10 - 19,96,altersklasse_covid19,age_group_AKL10,5251,1129,1.83,21.5,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.082,8.200000000000001
202129,AR,10 - 19,75,altersklasse_covid19,age_group_AKL10,5251,1204,1.43,22.93,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.074,7.3999999999999995
202130,AR,10 - 19,151,altersklasse_covid19,age_group_AKL10,5251,1355,2.88,25.8,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.16,16
202131,AR,10 - 19,114,altersklasse_covid19,age_group_AKL10,5251,1469,2.17,27.98,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.122,12.2
202132,AR,10 - 19,152,altersklasse_covid19,age_group_AKL10,5251,1621,2.89,30.87,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.222,22.2
202133,AR,10 - 19,146,altersklasse_covid19,age_group_AKL10,5251,1767,2.78,33.65,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.205,20.5
202134,AR,10 - 19,189,altersklasse_covid19,age_group_AKL10,5251,1956,3.6,37.25,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.154,15.4
202135,AR,10 - 19,97,altersklasse_covid19,age_group_AKL10,5251,2053,1.85,39.1,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.136,13.600000000000001
202136,AR,10 - 19,236,altersklasse_covid19,age_group_AKL10,5251,2289,4.49,43.59,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.153,15.299999999999999
202137,AR,10 - 19,238,altersklasse_covid19,age_group_AKL10,5251,2527,4.53,48.12,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.158,15.8
202138,AR,10 - 19,339,altersklasse_covid19,age_group_AKL10,5251,2866,6.46,54.58,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.189,18.9
202139,AR,10 - 19,162,altersklasse_covid19,age_group_AKL10,5251,3028,3.09,57.67,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.165,16.5
202140,AR,10 - 19,188,altersklasse_covid19,age_group_AKL10,5251,3216,3.58,61.25,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.135,13.5
202141,AR,10 - 19,177,altersklasse_covid19,age_group_AKL10,5251,3393,3.37,64.62,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.127,12.7
202142,AR,10 - 19,154,altersklasse_covid19,age_group_AKL10,5251,3547,2.93,67.55,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.151,15.1
202143,AR,10 - 19,131,altersklasse_covid19,age_group_AKL10,5251,3678,2.49,70.04,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.261,26.1
202144,AR,10 - 19,32,altersklasse_covid19,age_group_AKL10,5251,3710,0.61,70.65,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.156,15.6
202052,AR,20 - 29,0,altersklasse_covid19,age_group_AKL10,6029,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,NA,NA
202053,AR,20 - 29,0,altersklasse_covid19,age_group_AKL10,6029,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202101,AR,20 - 29,8,altersklasse_covid19,age_group_AKL10,6029,8,0.13,0.13,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.011,1.0999999999999999
202102,AR,20 - 29,0,altersklasse_covid19,age_group_AKL10,6029,8,0,0.13,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,NA,NA
202103,AR,20 - 29,28,altersklasse_covid19,age_group_AKL10,6029,36,0.46,0.6,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.02,2
202104,AR,20 - 29,20,altersklasse_covid19,age_group_AKL10,6029,56,0.33,0.93,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.012,1.2
202105,AR,20 - 29,0,altersklasse_covid19,age_group_AKL10,6029,56,0,0.93,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,NA,NA
202106,AR,20 - 29,21,altersklasse_covid19,age_group_AKL10,6029,77,0.35,1.28,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.085,8.5
202107,AR,20 - 29,8,altersklasse_covid19,age_group_AKL10,6029,85,0.13,1.41,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.006,0.6
202108,AR,20 - 29,3,altersklasse_covid19,age_group_AKL10,6029,88,0.05,1.46,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.004,0.4
202109,AR,20 - 29,14,altersklasse_covid19,age_group_AKL10,6029,102,0.23,1.69,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.023,2.3
202110,AR,20 - 29,7,altersklasse_covid19,age_group_AKL10,6029,109,0.12,1.81,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.017,1.7000000000000002
202111,AR,20 - 29,16,altersklasse_covid19,age_group_AKL10,6029,125,0.27,2.07,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.013,1.3
202112,AR,20 - 29,5,altersklasse_covid19,age_group_AKL10,6029,130,0.08,2.16,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.003,0.3
202113,AR,20 - 29,10,altersklasse_covid19,age_group_AKL10,6029,140,0.17,2.32,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.008,0.8
202114,AR,20 - 29,40,altersklasse_covid19,age_group_AKL10,6029,180,0.66,2.99,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.023,2.3
202115,AR,20 - 29,39,altersklasse_covid19,age_group_AKL10,6029,219,0.65,3.63,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.021,2.1
202116,AR,20 - 29,48,altersklasse_covid19,age_group_AKL10,6029,267,0.8,4.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.029,2.9000000000000004
202117,AR,20 - 29,45,altersklasse_covid19,age_group_AKL10,6029,312,0.75,5.17,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.021,2.1
202118,AR,20 - 29,153,altersklasse_covid19,age_group_AKL10,6029,465,2.54,7.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.059,5.8999999999999995
202119,AR,20 - 29,244,altersklasse_covid19,age_group_AKL10,6029,709,4.05,11.76,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.08,8
202120,AR,20 - 29,317,altersklasse_covid19,age_group_AKL10,6029,1026,5.26,17.02,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.096,9.6
202121,AR,20 - 29,244,altersklasse_covid19,age_group_AKL10,6029,1270,4.05,21.06,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.086,8.6
202122,AR,20 - 29,414,altersklasse_covid19,age_group_AKL10,6029,1684,6.87,27.93,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.127,12.7
202123,AR,20 - 29,457,altersklasse_covid19,age_group_AKL10,6029,2141,7.58,35.51,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.139,13.900000000000002
202124,AR,20 - 29,380,altersklasse_covid19,age_group_AKL10,6029,2521,6.3,41.81,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.115,11.5
202125,AR,20 - 29,402,altersklasse_covid19,age_group_AKL10,6029,2923,6.67,48.48,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.143,14.299999999999999
202126,AR,20 - 29,453,altersklasse_covid19,age_group_AKL10,6029,3376,7.51,56,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.16,16
202127,AR,20 - 29,363,altersklasse_covid19,age_group_AKL10,6029,3739,6.02,62.02,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.172,17.2
202128,AR,20 - 29,211,altersklasse_covid19,age_group_AKL10,6029,3950,3.5,65.52,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.18,18
202129,AR,20 - 29,195,altersklasse_covid19,age_group_AKL10,6029,4145,3.23,68.75,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.193,19.3
202130,AR,20 - 29,176,altersklasse_covid19,age_group_AKL10,6029,4321,2.92,71.67,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.186,18.6
202131,AR,20 - 29,193,altersklasse_covid19,age_group_AKL10,6029,4514,3.2,74.87,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.206,20.599999999999998
202132,AR,20 - 29,110,altersklasse_covid19,age_group_AKL10,6029,4624,1.82,76.7,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.161,16.1
202133,AR,20 - 29,97,altersklasse_covid19,age_group_AKL10,6029,4721,1.61,78.3,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.136,13.600000000000001
202134,AR,20 - 29,161,altersklasse_covid19,age_group_AKL10,6029,4882,2.67,80.98,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.131,13.100000000000001
202135,AR,20 - 29,114,altersklasse_covid19,age_group_AKL10,6029,4996,1.89,82.87,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.16,16
202136,AR,20 - 29,247,altersklasse_covid19,age_group_AKL10,6029,5243,4.1,86.96,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.161,16.1
202137,AR,20 - 29,284,altersklasse_covid19,age_group_AKL10,6029,5527,4.71,91.67,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.188,18.8
202138,AR,20 - 29,250,altersklasse_covid19,age_group_AKL10,6029,5777,4.15,95.82,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.139,13.900000000000002
202139,AR,20 - 29,151,altersklasse_covid19,age_group_AKL10,6029,5928,2.5,98.32,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.153,15.299999999999999
202140,AR,20 - 29,225,altersklasse_covid19,age_group_AKL10,6029,6153,3.73,102.06,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.162,16.2
202141,AR,20 - 29,273,altersklasse_covid19,age_group_AKL10,6029,6426,4.53,106.58,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.196,19.6
202142,AR,20 - 29,177,altersklasse_covid19,age_group_AKL10,6029,6603,2.94,109.52,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.173,17.299999999999997
202143,AR,20 - 29,75,altersklasse_covid19,age_group_AKL10,6029,6678,1.24,110.76,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.149,14.899999999999999
202144,AR,20 - 29,24,altersklasse_covid19,age_group_AKL10,6029,6702,0.4,111.16,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.117,11.700000000000001
202052,AR,30 - 39,0,altersklasse_covid19,age_group_AKL10,7176,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,NA,NA
202053,AR,30 - 39,0,altersklasse_covid19,age_group_AKL10,7176,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202101,AR,30 - 39,7,altersklasse_covid19,age_group_AKL10,7176,7,0.1,0.1,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.01,1
202102,AR,30 - 39,0,altersklasse_covid19,age_group_AKL10,7176,7,0,0.1,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,NA,NA
202103,AR,30 - 39,45,altersklasse_covid19,age_group_AKL10,7176,52,0.63,0.72,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.033,3.3000000000000003
202104,AR,30 - 39,50,altersklasse_covid19,age_group_AKL10,7176,102,0.7,1.42,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.029,2.9000000000000004
202105,AR,30 - 39,0,altersklasse_covid19,age_group_AKL10,7176,102,0,1.42,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,NA,NA
202106,AR,30 - 39,33,altersklasse_covid19,age_group_AKL10,7176,135,0.46,1.88,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.133,13.3
202107,AR,30 - 39,14,altersklasse_covid19,age_group_AKL10,7176,149,0.2,2.08,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.011,1.0999999999999999
202108,AR,30 - 39,18,altersklasse_covid19,age_group_AKL10,7176,167,0.25,2.33,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.022,2.1999999999999997
202109,AR,30 - 39,27,altersklasse_covid19,age_group_AKL10,7176,194,0.38,2.7,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.044,4.3999999999999995
202110,AR,30 - 39,14,altersklasse_covid19,age_group_AKL10,7176,208,0.2,2.9,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.035,3.5000000000000004
202111,AR,30 - 39,25,altersklasse_covid19,age_group_AKL10,7176,233,0.35,3.25,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.021,2.1
202112,AR,30 - 39,14,altersklasse_covid19,age_group_AKL10,7176,247,0.2,3.44,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.01,1
202113,AR,30 - 39,22,altersklasse_covid19,age_group_AKL10,7176,269,0.31,3.75,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.017,1.7000000000000002
202114,AR,30 - 39,66,altersklasse_covid19,age_group_AKL10,7176,335,0.92,4.67,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.038,3.8
202115,AR,30 - 39,70,altersklasse_covid19,age_group_AKL10,7176,405,0.98,5.64,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.037,3.6999999999999997
202116,AR,30 - 39,63,altersklasse_covid19,age_group_AKL10,7176,468,0.88,6.52,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.037,3.6999999999999997
202117,AR,30 - 39,70,altersklasse_covid19,age_group_AKL10,7176,538,0.98,7.5,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.032,3.2
202118,AR,30 - 39,238,altersklasse_covid19,age_group_AKL10,7176,776,3.32,10.81,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.092,9.2
202119,AR,30 - 39,380,altersklasse_covid19,age_group_AKL10,7176,1156,5.3,16.11,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.125,12.5
202120,AR,30 - 39,521,altersklasse_covid19,age_group_AKL10,7176,1677,7.26,23.37,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.157,15.7
202121,AR,30 - 39,383,altersklasse_covid19,age_group_AKL10,7176,2060,5.34,28.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.134,13.4
202122,AR,30 - 39,496,altersklasse_covid19,age_group_AKL10,7176,2556,6.91,35.62,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.153,15.299999999999999
202123,AR,30 - 39,624,altersklasse_covid19,age_group_AKL10,7176,3180,8.7,44.31,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.19,19
202124,AR,30 - 39,591,altersklasse_covid19,age_group_AKL10,7176,3771,8.24,52.55,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.179,17.9
202125,AR,30 - 39,533,altersklasse_covid19,age_group_AKL10,7176,4304,7.43,59.98,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.19,19
202126,AR,30 - 39,507,altersklasse_covid19,age_group_AKL10,7176,4811,7.07,67.04,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.179,17.9
202127,AR,30 - 39,413,altersklasse_covid19,age_group_AKL10,7176,5224,5.76,72.8,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.196,19.6
202128,AR,30 - 39,239,altersklasse_covid19,age_group_AKL10,7176,5463,3.33,76.13,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.204,20.4
202129,AR,30 - 39,212,altersklasse_covid19,age_group_AKL10,7176,5675,2.95,79.08,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.21,21
202130,AR,30 - 39,173,altersklasse_covid19,age_group_AKL10,7176,5848,2.41,81.49,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.183,18.3
202131,AR,30 - 39,200,altersklasse_covid19,age_group_AKL10,7176,6048,2.79,84.28,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.214,21.4
202132,AR,30 - 39,116,altersklasse_covid19,age_group_AKL10,7176,6164,1.62,85.9,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.169,16.900000000000002
202133,AR,30 - 39,117,altersklasse_covid19,age_group_AKL10,7176,6281,1.63,87.53,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.165,16.5
202134,AR,30 - 39,219,altersklasse_covid19,age_group_AKL10,7176,6500,3.05,90.58,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.178,17.8
202135,AR,30 - 39,128,altersklasse_covid19,age_group_AKL10,7176,6628,1.78,92.36,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.18,18
202136,AR,30 - 39,287,altersklasse_covid19,age_group_AKL10,7176,6915,4,96.36,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.187,18.7
202137,AR,30 - 39,298,altersklasse_covid19,age_group_AKL10,7176,7213,4.15,100.52,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.198,19.8
202138,AR,30 - 39,309,altersklasse_covid19,age_group_AKL10,7176,7522,4.31,104.82,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.172,17.2
202139,AR,30 - 39,169,altersklasse_covid19,age_group_AKL10,7176,7691,2.36,107.18,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.172,17.2
202140,AR,30 - 39,237,altersklasse_covid19,age_group_AKL10,7176,7928,3.3,110.48,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.171,17.1
202141,AR,30 - 39,270,altersklasse_covid19,age_group_AKL10,7176,8198,3.76,114.24,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.194,19.400000000000002
202142,AR,30 - 39,191,altersklasse_covid19,age_group_AKL10,7176,8389,2.66,116.9,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.187,18.7
202143,AR,30 - 39,85,altersklasse_covid19,age_group_AKL10,7176,8474,1.18,118.09,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.169,16.900000000000002
202144,AR,30 - 39,30,altersklasse_covid19,age_group_AKL10,7176,8504,0.42,118.51,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.146,14.6
202052,AR,40 - 49,0,altersklasse_covid19,age_group_AKL10,7022,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,NA,NA
202053,AR,40 - 49,2,altersklasse_covid19,age_group_AKL10,7022,2,0.03,0.03,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,1,100
202101,AR,40 - 49,23,altersklasse_covid19,age_group_AKL10,7022,25,0.33,0.36,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.033,3.3000000000000003
202102,AR,40 - 49,0,altersklasse_covid19,age_group_AKL10,7022,25,0,0.36,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,NA,NA
202103,AR,40 - 49,65,altersklasse_covid19,age_group_AKL10,7022,90,0.93,1.28,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.047,4.7
202104,AR,40 - 49,83,altersklasse_covid19,age_group_AKL10,7022,173,1.18,2.46,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.049,4.9
202105,AR,40 - 49,0,altersklasse_covid19,age_group_AKL10,7022,173,0,2.46,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,NA,NA
202106,AR,40 - 49,42,altersklasse_covid19,age_group_AKL10,7022,215,0.6,3.06,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.169,16.900000000000002
202107,AR,40 - 49,31,altersklasse_covid19,age_group_AKL10,7022,246,0.44,3.5,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.023,2.3
202108,AR,40 - 49,48,altersklasse_covid19,age_group_AKL10,7022,294,0.68,4.19,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.06,6
202109,AR,40 - 49,22,altersklasse_covid19,age_group_AKL10,7022,316,0.31,4.5,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.036,3.5999999999999996
202110,AR,40 - 49,24,altersklasse_covid19,age_group_AKL10,7022,340,0.34,4.84,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.06,6
202111,AR,40 - 49,58,altersklasse_covid19,age_group_AKL10,7022,398,0.83,5.67,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.048,4.8
202112,AR,40 - 49,22,altersklasse_covid19,age_group_AKL10,7022,420,0.31,5.98,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.015,1.5
202113,AR,40 - 49,39,altersklasse_covid19,age_group_AKL10,7022,459,0.56,6.54,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.031,3.1
202114,AR,40 - 49,109,altersklasse_covid19,age_group_AKL10,7022,568,1.55,8.09,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.063,6.3
202115,AR,40 - 49,136,altersklasse_covid19,age_group_AKL10,7022,704,1.94,10.03,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.073,7.3
202116,AR,40 - 49,85,altersklasse_covid19,age_group_AKL10,7022,789,1.21,11.24,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.05,5
202117,AR,40 - 49,107,altersklasse_covid19,age_group_AKL10,7022,896,1.52,12.76,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.05,5
202118,AR,40 - 49,300,altersklasse_covid19,age_group_AKL10,7022,1196,4.27,17.03,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.116,11.600000000000001
202119,AR,40 - 49,539,altersklasse_covid19,age_group_AKL10,7022,1735,7.68,24.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.177,17.7
202120,AR,40 - 49,711,altersklasse_covid19,age_group_AKL10,7022,2446,10.13,34.83,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.214,21.4
202121,AR,40 - 49,506,altersklasse_covid19,age_group_AKL10,7022,2952,7.21,42.04,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.178,17.8
202122,AR,40 - 49,681,altersklasse_covid19,age_group_AKL10,7022,3633,9.7,51.74,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.21,21
