date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-05-23,AR,0,55309,27462,0,0.71,49.65,391.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-05-24,AR,0,55309,27462,0,0.67,49.65,369.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-05-25,AR,517,55309,27979,0.93,0.68,50.59,377.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-05-26,AR,649,55309,28628,1.17,0.73,51.76,407.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-05-27,AR,593,55309,29221,1.07,0.73,52.83,407.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-05-28,AR,598,55309,29819,1.08,0.87,53.91,483.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-05-29,AR,493,55309,30312,0.89,0.87,54.8,481.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-05-30,AR,0,55309,30312,0,0.86,54.8,477.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-05-31,AR,534,55309,30846,0.97,0.86,55.77,473.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-01,AR,502,55309,31348,0.91,0.83,56.68,459.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-02,AR,621,55309,31969,1.12,0.84,57.8,464.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-03,AR,564,55309,32533,1.02,0.84,58.82,464.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-04,AR,502,55309,33035,0.91,0.84,59.73,463.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-05,AR,527,55309,33562,0.95,0.87,60.68,481.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-06,AR,0,55309,33562,0,0.87,60.68,483,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-07,AR,526,55309,34088,0.95,0.86,61.63,475.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-08,AR,633,55309,34721,1.14,0.86,62.78,474.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-09,AR,629,55309,35350,1.14,0.85,63.91,469.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-10,AR,512,55309,35862,0.93,0.85,64.84,469.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-11,AR,495,55309,36357,0.89,0.85,65.73,472.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-12,AR,492,55309,36849,0.89,0.81,66.62,450.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-13,AR,0,55309,36849,0,0.8,66.62,444.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-14,AR,544,55309,37393,0.98,0.84,67.61,463.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-15,AR,481,55309,37874,0.87,0.86,68.48,476,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-16,AR,588,55309,38462,1.06,0.85,69.54,472.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-17,AR,647,55309,39109,1.17,0.85,70.71,472.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-18,AR,580,55309,39689,1.05,0.81,71.76,450.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-19,AR,465,55309,40154,0.84,0.82,72.6,453.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-20,AR,0,55309,40154,0,0.8,72.6,444,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-21,AR,392,55309,40546,0.71,0.73,73.31,405.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-22,AR,500,55309,41046,0.9,0.72,74.21,398.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-23,AR,524,55309,41570,0.95,0.73,75.16,401.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-24,AR,380,55309,41950,0.69,0.73,75.85,401.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-25,AR,530,55309,42480,0.96,0.73,76.8,404.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-26,AR,485,55309,42965,0.88,0.74,77.68,409.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-27,AR,0,55309,42965,0,0.74,77.68,409.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-28,AR,415,55309,43380,0.75,0.76,78.43,421.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-29,AR,532,55309,43912,0.96,0.74,79.39,408.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-06-30,AR,527,55309,44439,0.95,0.73,80.35,403.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-01,AR,462,55309,44901,0.84,0.73,81.18,403.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-02,AR,438,55309,45339,0.79,0.74,81.97,411,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-03,AR,451,55309,45790,0.82,0.65,82.79,361.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-04,AR,0,55309,45790,0,0.63,82.79,347.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-05,AR,467,55309,46257,0.84,0.58,83.63,323.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-06,AR,187,55309,46444,0.34,0.56,83.97,309.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-07,AR,426,55309,46870,0.77,0.54,84.74,301.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-08,AR,294,55309,47164,0.53,0.54,85.27,301.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-09,AR,343,55309,47507,0.62,0.49,85.89,271.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-10,AR,393,55309,47900,0.71,0.46,86.6,256.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-11,AR,0,55309,47900,0,0.42,86.6,234.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-12,AR,257,55309,48157,0.46,0.38,87.07,207.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-13,AR,81,55309,48238,0.15,0.34,87.22,188.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-14,AR,274,55309,48512,0.5,0.3,87.71,167.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-15,AR,105,55309,48617,0.19,0.3,87.9,167.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-16,AR,211,55309,48828,0.38,0.3,88.28,166.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-17,AR,246,55309,49074,0.44,0.33,88.73,185,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-18,AR,0,55309,49074,0,0.31,88.73,169.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-19,AR,248,55309,49322,0.45,0.32,89.18,178,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-20,AR,211,55309,49533,0.38,0.3,89.56,164.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-21,AR,165,55309,49698,0.3,0.26,89.86,144,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-22,AR,165,55309,49863,0.3,0.26,90.15,144,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-23,AR,119,55309,49982,0.22,0.24,90.37,133.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-24,AR,100,55309,50082,0.18,0.26,90.55,141.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-25,AR,0,55309,50082,0,0.27,90.55,149.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-26,AR,173,55309,50255,0.31,0.26,90.86,146.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-27,AR,266,55309,50521,0.48,0.27,91.34,149.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-28,AR,224,55309,50745,0.4,0.24,91.75,134.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-29,AR,143,55309,50888,0.26,0.24,92.01,134.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-30,AR,138,55309,51026,0.25,0.24,92.26,131.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-07-31,AR,0,55309,51026,0,0.21,92.26,118.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-01,AR,0,55309,51026,0,0.23,92.26,127.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-02,AR,148,55309,51174,0.27,0.22,92.52,124.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-03,AR,177,55309,51351,0.32,0.24,92.84,133.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-04,AR,284,55309,51635,0.51,0.24,93.36,133.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-05,AR,124,55309,51759,0.22,0.24,93.58,133.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-06,AR,203,55309,51962,0.37,0.25,93.95,136.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-07,AR,0,55309,51962,0,0.22,93.95,121.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-08,AR,0,55309,51962,0,0.21,93.95,116,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-09,AR,169,55309,52131,0.31,0.19,94.25,105.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-10,AR,70,55309,52201,0.13,0.18,94.38,97.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-11,AR,246,55309,52447,0.44,0.18,94.83,97.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-12,AR,51,55309,52498,0.09,0.18,94.92,97.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-13,AR,149,55309,52647,0.27,0.17,95.19,93.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-14,AR,0,55309,52647,0,0.16,95.19,90.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-15,AR,0,55309,52647,0,0.23,95.19,124.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-16,AR,136,55309,52783,0.25,0.21,95.43,117.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-17,AR,54,55309,52837,0.1,0.18,95.53,101.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-18,AR,482,55309,53319,0.87,0.18,96.4,101.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-19,AR,0,55309,53319,0,0.18,96.4,101.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-20,AR,39,55309,53358,0.07,0.15,96.47,82.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-21,AR,0,55309,53358,0,0.33,96.47,185.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-22,AR,0,55309,53358,0,0.26,96.47,143.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-23,AR,0,55309,53358,0,0.27,96.47,148,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-24,AR,777,55309,54135,1.4,0.31,97.88,172.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-25,AR,188,55309,54323,0.34,0.32,98.22,175.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-26,AR,32,55309,54355,0.06,0.32,98.28,175.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-27,AR,208,55309,54563,0.38,0.32,98.65,175.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-28,AR,24,55309,54587,0.04,0.12,98.69,66.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-29,AR,0,55309,54587,0,0.18,98.69,101.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-30,AR,0,55309,54587,0,0.18,98.69,98.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-08-31,AR,11,55309,54598,0.02,0.14,98.71,76,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-01,AR,436,55309,55034,0.79,0.18,99.5,101.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-02,AR,10,55309,55044,0.02,0.18,99.52,101.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-03,AR,51,55309,55095,0.09,0.18,99.61,101.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-04,AR,204,55309,55299,0.37,0.37,99.98,204.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-05,AR,0,55309,55299,0,0.34,99.98,185.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-06,AR,0,55309,55299,0,0.33,99.98,184.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-07,AR,729,55309,56028,1.32,0.32,101.3,177,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-08,AR,304,55309,56332,0.55,0.4,101.85,219.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-09,AR,1,55309,56333,0,0.4,101.85,219.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-10,AR,1,55309,56334,0,0.4,101.85,222.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-11,AR,503,55309,56837,0.91,0.32,102.76,177.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-12,AR,0,55309,56837,0,0.36,102.76,199.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-13,AR,22,55309,56859,0.04,0.43,102.8,238.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-14,AR,413,55309,57272,0.75,0.52,103.55,286.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-15,AR,456,55309,57728,0.82,0.39,104.37,215.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-16,AR,272,55309,58000,0.49,0.39,104.87,215.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-17,AR,339,55309,58339,0.61,0.47,105.48,258.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-18,AR,6,55309,58345,0.01,0.44,105.49,243.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-19,AR,0,55309,58345,0,0.4,105.49,220,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-20,AR,322,55309,58667,0.58,0.35,106.07,193.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-21,AR,308,55309,58975,0.56,0.33,106.63,183.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-22,AR,293,55309,59268,0.53,0.46,107.16,256.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-23,AR,87,55309,59355,0.16,0.46,107.32,256.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-24,AR,271,55309,59626,0.49,0.39,107.81,212.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-25,AR,514,55309,60140,0.93,0.32,108.73,176.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-26,AR,0,55309,60140,0,0.34,108.73,186.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-27,AR,15,55309,60155,0.03,0.33,108.76,179.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-28,AR,55,55309,60210,0.1,0.31,108.86,173.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-29,AR,364,55309,60574,0.66,0.25,109.52,140.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-09-30,AR,37,55309,60611,0.07,0.25,109.59,140.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-01,AR,229,55309,60840,0.41,0.25,110,139.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-02,AR,284,55309,61124,0.51,0.4,110.51,219.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-03,AR,0,55309,61124,0,0.33,110.51,181.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-04,AR,8,55309,61132,0.01,0.32,110.53,176.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-05,AR,614,55309,61746,1.11,0.33,111.64,181.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-06,AR,99,55309,61845,0.18,0.35,111.82,196.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-07,AR,0,55309,61845,0,0.36,111.82,198.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-08,AR,264,55309,62109,0.48,0.36,112.29,198,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-09,AR,388,55309,62497,0.7,0.3,113,165.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-10,AR,15,55309,62512,0.03,0.37,113.02,206,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-11,AR,6,55309,62518,0.01,0.37,113.03,206,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-12,AR,385,55309,62903,0.7,0.41,113.73,226.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-13,AR,384,55309,63287,0.69,0.36,114.42,201.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-14,AR,0,55309,63287,0,0.36,114.42,199.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-15,AR,405,55309,63692,0.73,0.36,115.16,201,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-16,AR,214,55309,63906,0.39,0.26,115.54,146,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-17,AR,0,55309,63906,0,0.27,115.54,149.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-18,AR,19,55309,63925,0.03,0.3,115.58,166.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-19,AR,0,55309,63925,0,0.28,115.58,152.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-20,AR,407,55309,64332,0.74,0.26,116.31,146,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-21,AR,119,55309,64451,0.22,0.26,116.53,146,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-22,AR,311,55309,64762,0.56,0.27,117.09,148.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-23,AR,166,55309,64928,0.3,0.29,117.39,161.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-24,AR,0,55309,64928,0,0.2,117.39,112.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-25,AR,36,55309,64964,0.07,0.18,117.46,97.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-26,AR,91,55309,65055,0.16,0.15,117.62,84.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-27,AR,66,55309,65121,0.12,0.13,117.74,71.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-28,AR,11,55309,65132,0.02,0.13,117.76,71.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-29,AR,221,55309,65353,0.4,0.13,118.16,69.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-30,AR,77,55309,65430,0.14,0.12,118.3,64.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-10-31,AR,0,55309,65430,0,0.12,118.3,66.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-11-01,AR,23,55309,65453,0.04,0.13,118.34,71.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-11-02,AR,53,55309,65506,0.1,0.07,118.44,39.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-11-03,AR,80,55309,65586,0.14,0.05,118.58,29.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-11-04,AR,44,55309,65630,0.08,0.05,118.66,29.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-11-05,AR,0,55309,65630,0,NA,118.66,NA,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-11-06,AR,5,55309,65635,0.01,NA,118.67,NA,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-11-07,AR,0,55309,65635,0,NA,118.67,NA,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-21,BE,0,1043132,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-22,BE,0,1043132,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-23,BE,0,1043132,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-24,BE,0,1043132,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-25,BE,0,1043132,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-26,BE,0,1043132,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-27,BE,0,1043132,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-28,BE,0,1043132,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-29,BE,0,1043132,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-30,BE,0,1043132,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2020-12-31,BE,0,1043132,0,0,0,0,0.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-01,BE,0,1043132,0,0,0,0,0.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-02,BE,0,1043132,0,0,0,0,0.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-03,BE,1,1043132,1,0,0,0,0.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-04,BE,0,1043132,1,0,0,0,0.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-05,BE,0,1043132,1,0,0,0,0.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-06,BE,0,1043132,1,0,0,0,0.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-07,BE,0,1043132,1,0,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-08,BE,0,1043132,1,0,0.01,0,83.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-09,BE,0,1043132,1,0,0.02,0,190.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-10,BE,0,1043132,1,0,0.03,0,306.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-11,BE,583,1043132,584,0.06,0.05,0.06,463,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-12,BE,753,1043132,1337,0.07,0.06,0.13,631.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-13,BE,809,1043132,2146,0.08,0.06,0.21,631.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-14,BE,1096,1043132,3242,0.11,0.06,0.31,631.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-15,BE,1178,1043132,4420,0.11,0.08,0.42,788.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-16,BE,1,1043132,4421,0,0.09,0.42,937.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-17,BE,0,1043132,4421,0,0.11,0.42,1115.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-18,BE,1685,1043132,6106,0.16,0.12,0.59,1277,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-19,BE,1793,1043132,7899,0.17,0.14,0.76,1421.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-20,BE,2055,1043132,9954,0.2,0.14,0.95,1421.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-21,BE,2227,1043132,12181,0.21,0.14,1.17,1422.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-22,BE,2192,1043132,14373,0.21,0.14,1.38,1444.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-23,BE,1,1043132,14374,0,0.14,1.38,1463.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-24,BE,2,1043132,14376,0,0.14,1.38,1460.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-25,BE,1844,1043132,16220,0.18,0.14,1.55,1440.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-26,BE,1921,1043132,18141,0.18,0.14,1.74,1443.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-27,BE,2034,1043132,20175,0.19,0.14,1.93,1443.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-28,BE,2089,1043132,22264,0.2,0.14,2.13,1443.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-29,BE,2215,1043132,24479,0.21,0.14,2.35,1501,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-30,BE,0,1043132,24479,0,0.15,2.35,1564.57,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-01-31,BE,0,1043132,24479,0,0.15,2.35,1593.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-01,BE,2248,1043132,26727,0.22,0.15,2.56,1595.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-02,BE,2366,1043132,29093,0.23,0.15,2.79,1569.29,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
2021-02-03,BE,2235,1043132,31328,0.21,0.15,3,1573.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed
